1,2,3,4,5
1,181,525,85.20837952,453.3431507
1,182,526,123.6951269,906.0031458
1,183,527,187.4897808,1825.780116
1,184,528,44.70523422,122.8195981
1,185,529,152.4898272,1253.818487
1,186,530,305.9633413,3550.753127
1,187,531,158.5054826,1248.47755
1,188,532,296.1910984,3527.097043
1,189,533,73.52603058,335.10009
1,190,534,93.26824097,542.0495812
1,191,535,372.6687925,5339.724715
1,192,536,219.5009085,1891.461108
1,193,537,194.4453454,1641.330303
1,194,538,45.80462761,128.2000148
1,195,539,82.28167299,422.0785415
1,196,540,185.4474443,1952.210615
1,197,541,90.7979386,512.1605948
1,198,542,398.7472106,6050.13604
1,199,543,402.2467249,6087.751219
1,200,545,128.6805993,1034.888392
1,201,546,161.2715117,1269.486971
1,202,547,171.5270206,1490.952706
1,203,548,132.1607614,1087.749194
1,204,549,203.4483963,1876.652193
1,205,550,374.633307,6330.721531
1,206,551,190.6236138,1603.124892
1,207,552,78.62676718,278.1386912
1,208,553,51.5300747,162.74464
1,209,554,145.1770788,1098.02903
1,210,555,58.84071951,192.2202637
1,211,556,71.25827566,301.5419718
1,212,557,157.000433,1295.069963
1,213,558,102.23419,652.4224219
1,214,559,208.2042357,1655.552505
1,215,560,47.72466851,142.1621213
1,216,561,333.3171334,3666.497774
1,217,562,186.0088884,1950.978076
1,218,563,47.54057061,141.2205046
1,219,564,164.3960487,1479.712556
1,220,565,53.32186621,134.8497852
1,221,566,115.2726928,755.2233878
1,222,567,148.6127817,1139.398129
1,223,568,148.31741,1140.686247
1,224,569,261.3122425,2752.861191
1,225,570,48.1188099,143.6706356
1,226,571,163.5327698,1506.345467
1,227,572,141.7987305,935.4104212
1,228,574,179.0194028,1458.364322
1,229,575,3329.587779,98804.58185
1,230,576,154.0073745,1380.576775
1,231,577,323.5305016,3006.960617
1,232,578,80.18118768,401.7917027
1,233,579,182.0262397,1938.275857
1,234,580,263.1714698,2867.702128
1,235,581,156.2807813,1224.542632
1,236,582,202.7000186,2049.102192
1,237,583,147.5206169,1247.852689
1,238,585,171.0808204,1529.263261
1,239,586,154.3872303,1157.872645
1,240,587,189.1982955,1854.602478
1,241,588,176.9026496,1525.286224
1,242,589,158.9380816,1242.938793
1,243,590,445.3059885,4930.714483
1,244,591,166.8632861,1362.150101
1,245,592,455.3995521,4851.693939
1,246,593,193.1996597,2025.555001
1,247,594,196.2625451,2069.17426
1,248,595,91.93469372,524.3093778
1,249,596,42.74442121,106.4818412
1,250,597,132.2829575,1009.884241
1,251,598,227.3410891,2453.422655
1,252,599,152.1317777,1126.562113
1,253,600,140.0132607,1094.092447
1,254,601,134.0319689,900.5558255
1,255,602,72.14043663,317.3401367
1,256,603,40.82019909,103.9728809
1,257,604,77.26430495,370.4448185
1,258,605,358.3307434,4361.921194
1,259,606,187.7460299,1520.267603
1,260,607,244.0647096,2339.723513
1,261,608,226.3960019,2808.268124
1,262,609,186.0796062,1667.606692
1,263,610,81.23486888,411.4881768
1,264,611,107.6449982,719.585091
1,265,612,107.1860019,716.5536932
1,266,613,122.3006502,816.1608886
1,267,614,183.130852,1948.039301
1,268,615,129.0116883,808.0333031
1,269,616,181.5234062,1919.545203
1,270,617,181.3134003,1916.620842
1,271,618,181.127854,1914.854607
1,272,619,168.2792942,1439.888523
1,273,620,182.2612491,1927.96796
1,274,621,338.3544566,4160.807106
1,275,622,210.4813665,2293.206835
1,276,623,181.3735841,1917.405625
1,277,624,131.1227428,1040.867381
1,278,625,135.7839577,906.1289095
1,279,626,84.18605628,442.8038637
1,280,627,675.6929586,14106.31489
1,281,628,113.3967013,736.696773
1,282,629,184.3204452,1993.46964
1,283,630,155.4207057,1494.496165
1,284,631,242.6720818,2393.983259
1,285,632,51.06452519,160.2791671
1,286,633,185.7032177,1899.597173
1,287,634,240.4250514,2642.747787
1,288,635,158.1885659,1389.190169
1,289,636,154.5350738,1167.018302
1,290,637,169.9440243,1208.409552
1,291,638,151.7996492,1149.270087
1,292,639,203.0018025,2111.128475
1,293,640,140.7465474,999.2981174
1,294,641,165.4531887,1344.127984
1,295,642,138.0509071,1098.921866
1,296,643,152.083201,1435.375985
1,297,644,183.211539,1869.187024
1,298,645,172.0594985,1419.784923
1,299,646,191.8822366,1989.713201
1,300,647,233.6206401,1534.802926
1,301,648,126.8020398,911.9123443
1,302,649,80.11326424,398.1241963
1,303,650,122.046202,821.9151349
1,304,651,192.3487354,1973.416964
1,305,652,206.2069423,1969.568233
1,306,653,209.751008,1954.06648
1,307,654,168.787037,1693.501842
1,308,655,63.50027092,230.5692241
1,309,656,197.2844258,2095.529962
1,310,657,188.7226043,1911.017795
1,311,658,152.2593282,1438.788283
1,312,659,333.8305204,4874.931785
1,313,660,297.0138152,4298.289838
1,314,661,123.4274482,944.7734935
1,315,662,161.9016667,1433.273688
1,316,663,149.9360274,1128.416957
1,317,664,138.8939989,1078.816993
1,318,665,180.9052835,1779.925959
1,319,666,152.9369261,1256.866122
1,320,667,166.3343847,1421.411691
1,321,668,58.69156096,172.8125812
1,322,669,39.55504258,97.54186318
1,323,670,227.4277007,2264.029896
1,324,672,217.7585626,2130.397498
1,325,673,133.9298369,1014.701571
1,326,674,280.5813111,2265.036165
1,327,675,134.054127,976.9519068
1,328,676,90.22777825,508.8122967
1,329,677,244.1606232,2839.523896
1,330,679,141.9791319,984.5016679
1,331,680,44.44190586,120.1709855
1,332,681,233.7120389,2135.302271
1,333,682,122.6528809,761.8087216
1,334,683,183.3583681,1646.686564
1,335,684,47.52562612,132.7981206
1,336,685,131.0026242,949.024019
1,337,686,204.3542561,1366.211293
1,338,687,82.04623742,420.4000772
1,339,688,111.8271578,779.9358796
1,340,689,158.7407529,1232.176532
1,341,690,92.61474898,535.1271436
1,342,691,188.2911893,1891.977102
1,343,692,165.093144,1365.433791
1,344,693,123.0015925,824.6638171
1,345,694,324.4146433,2974.992608
1,346,695,197.2662148,1630.903578
1,347,696,204.3636656,1667.910605
1,348,697,80.203653,383.9953204
1,349,698,176.5910201,1754.89371
1,350,699,158.0425204,1259.184143
1,351,700,187.9425889,1910.234789
1,352,701,201.5770141,2458.463382
1,353,702,37.95981479,89.20073105
1,354,703,232.305373,2912.22616
1,355,704,998.3216963,24240.245
1,356,705,240.4356117,2729.864313
1,357,706,168.4499215,1393.369763
1,358,708,42.43776747,109.0365172
1,359,709,145.5130044,1123.208592
1,360,710,48.09169815,142.8564034
1,361,711,169.2755486,1684.248717
1,362,712,153.9433978,1181.957695
1,363,713,183.6651729,1877.951048
1,364,714,263.9434092,3222.394236
1,365,716,183.5286256,1877.59413
1,366,717,143.9304147,1271.557009
1,367,718,101.7778492,646.489306
1,368,719,133.2292725,1098.49979
1,369,720,62.595983,211.413462
1,370,721,185.7260086,1527.038836
1,371,722,152.3516746,1212.710337
1,372,723,140.5676135,1108.137843
1,373,725,285.1601558,2910.185982
1,374,726,51.38360532,154.2579128
1,375,727,195.6412033,2172.23037
1,376,728,233.7214904,2442.181567
1,377,729,429.9007029,4933.943516
1,378,730,183.0962186,1496.330705
1,379,732,201.6846194,2213.298834
1,380,734,164.4477433,1539.661679
1,381,735,184.6922192,1841.332889
1,382,736,163.0909539,1493.591439
1,383,737,164.1421151,1499.248009
1,384,738,137.2559506,1098.509549
1,385,739,162.589637,1457.862035
1,386,740,181.0407104,1796.703463
1,387,741,144.7247518,1144.366728
1,388,742,162.8675854,1447.193237
1,389,743,141.9327674,1140.052851
1,390,744,141.1325777,1088.793853
1,391,745,209.267373,2512.714495
1,392,746,139.2128251,1013.782227
1,393,747,134.9171365,920.7458677
1,394,748,181.5070323,1804.050678
1,395,749,203.9062205,2264.01889
1,396,750,217.9623536,2333.399422
1,397,751,199.798215,1722.641263
1,398,752,124.8706389,921.5045827
1,399,753,180.8836493,1790.662428
1,400,754,45.70051092,129.2425855
1,401,755,135.9022785,1051.889092
1,402,756,156.7981985,1151.418051
1,403,757,180.691192,1790.885714
1,404,758,209.4816929,2237.78753
1,405,759,158.9568489,1428.528823
1,406,760,179.9190447,1361.607484
1,407,761,148.0001537,1368.303053
1,408,762,210.1455937,2224.00706
1,409,763,155.585933,1512.836383
1,410,764,180.8741996,1793.065837
1,411,765,302.7870458,2971.671397
1,412,766,149.6424844,1166.788497
1,413,767,238.9026212,3181.825621
1,414,768,171.3844204,1718.92428
1,415,769,163.9213019,1407.476002
1,416,770,184.5905778,1920.114019
1,417,771,238.7204337,1761.608946
1,418,772,186.1756662,1501.083565
1,419,773,326.1731529,2962.989432
1,420,774,181.2558865,1937.108582
1,421,775,321.3361775,3901.389438
1,422,776,206.758685,1886.588195
1,423,777,184.051324,1903.639634
1,424,778,40.05333266,98.90451079
1,425,779,183.6352213,1899.865406
1,426,780,216.4675338,2205.678772
1,427,781,184.9470171,1926.209888
1,428,782,176.1068508,1676.527477
1,429,783,196.8011094,2040.161104
1,430,784,185.5243742,1730.260426
1,431,785,146.2769432,1050.467767
1,432,786,53.25364011,171.7412497
1,433,787,201.699106,2158.597481
1,434,788,168.7378541,1570.990618
1,435,789,202.5735161,2160.78232
1,436,790,43.54692969,112.2658178
1,437,791,138.677495,968.6073698
1,438,792,182.8223347,1886.553703
1,439,793,202.4431655,2183.550722
1,440,794,184.1239048,1911.311606
1,441,795,289.9755374,3125.450545
1,442,796,48.73380627,145.027805
1,443,797,184.4175368,1920.469674
1,444,798,201.3925735,2154.220214
1,445,799,127.5894741,869.5041018
1,446,800,191.3972048,1976.578705
1,447,801,131.9910033,968.4715162
1,448,802,144.0113,1273.152094
1,449,803,162.6140763,1499.25927
1,450,804,137.2136496,984.2540168
1,451,805,239.2406921,2978.257932
1,452,806,130.3004891,874.9938623
1,453,807,162.9200719,1508.305997
1,454,808,194.7549924,1868.98373
1,455,809,139.7821649,1128.305699
1,456,810,183.7407793,1910.640586
1,457,811,171.8657747,1499.746102
1,458,812,172.7003808,1444.814744
1,459,813,164.1120345,1518.421974
1,460,814,284.8947733,3237.141471
1,461,816,127.7812195,1013.286939
1,462,817,178.5285488,1619.553528
1,463,818,149.3835819,1375.613531
1,464,819,153.4258701,1183.832019
1,465,820,203.4696179,2133.169503
1,466,821,143.4580503,1146.70032
1,467,822,154.4726559,1477.854505
1,468,823,162.0542131,1475.550649
1,469,824,163.1334211,1506.887039
1,470,825,221.5585008,2579.06252
1,471,826,163.5034574,1509.469897
1,472,827,198.8015329,1728.452986
1,473,828,142.5201293,1130.489416
1,474,829,269.4578963,3069.051647
1,475,830,132.946712,1076.631385
1,476,831,151.4289565,1362.420805
1,477,832,153.5021838,1458.157658
1,478,833,184.74796,1918.433875
1,479,834,138.4990847,1088.044437
1,480,835,151.0218598,1353.765073
1,481,836,155.7520872,1254.031656
1,482,837,335.6949528,3970.577648
1,483,838,156.9665967,1068.535029
1,484,839,183.1392616,1877.405768
1,485,840,152.2910317,1377.290059
1,486,841,202.7303684,1757.030059
1,487,842,46.6515893,134.8533807
1,488,843,150.1880574,1234.470005
1,489,844,305.3219927,4377.881911
1,490,845,200.3129169,2396.495711
1,491,846,150.9363923,1243.384548
1,492,847,174.6144887,1712.985843
1,493,848,155.8746122,1294.85685
1,494,849,122.9292376,899.7780224
1,495,850,126.7827924,996.6990937
1,496,851,153.0431086,1077.362844
1,497,852,159.934506,1270.782155
1,498,853,155.0299342,1248.199899
1,499,854,178.9608161,1664.089769
1,500,855,196.9990145,2035.577774
1,501,856,154.5514967,1478.911712
1,502,857,185.3204121,1888.044575
1,503,858,178.4861618,1450.713909
1,504,859,134.4509322,1061.281034
1,505,860,151.9854424,1260.9712
1,506,861,177.928935,1528.675571
1,507,862,179.5615172,1517.028935
1,508,863,170.0745793,1403.642691
1,509,864,151.50572,1245.268675
1,510,865,517.8150638,5932.19772
1,511,866,142.1371782,984.9894161
1,512,867,151.7643952,1263.613708
1,513,868,226.4804134,2275.389243
1,514,869,86.83811151,471.2959902
1,515,870,132.1322707,901.5691819
1,516,872,928.025684,14203.65993
1,517,873,152.1730828,1273.917508
1,518,874,153.0877081,1270.116355
1,519,876,159.1716796,1285.212154
1,520,877,179.1666043,1575.319388
1,521,878,79.88754776,397.9670864
1,522,879,483.3948593,8861.541641
1,523,880,132.1658466,833.4208011
1,524,881,46.8430239,134.2437272
1,525,882,158.1451797,1288.080607
1,526,883,78.30666996,369.7900156
1,527,884,127.7067153,1018.887674
1,528,885,142.1532981,1186.082127
1,529,886,177.4624931,1489.581725
1,530,887,223.1405133,2826.151517
1,531,888,191.6951884,1700.05246
1,532,889,43.3748078,116.9490932
1,533,890,219.7810014,2270.298248
1,534,891,210.7875874,2270.57192
1,535,892,162.5476683,1231.842984
1,536,893,182.7808765,1870.398106
1,537,894,47.53612588,141.1843371
1,538,895,60.62542727,218.0624656
1,539,896,4539.507765,198782.3708
1,540,897,132.9802186,1075.036171
1,541,898,75.22471953,334.1280268
1,542,899,132.1030129,907.4199289
1,543,902,131.0919232,1066.019807
1,544,903,88.06848115,480.4675963
1,545,904,157.6130708,1245.73135
1,546,905,181.4915318,2064.841392
1,547,906,161.1164977,1370.735066
1,548,907,235.3100632,2762.326151
1,549,908,65.37641919,257.9033825
1,550,909,117.0794276,854.8220267
1,551,910,232.7830224,2713.928415
1,552,911,78.87648691,388.2615635
1,553,912,237.3236861,2825.61704
1,554,913,172.7063998,1444.985444
1,555,914,173.1863184,1818.838146
1,556,915,141.6447826,1072.189574
1,557,916,129.8243351,980.1834161
1,558,917,234.979319,2734.259317
1,559,918,186.7608443,1516.451922
1,560,919,168.7918803,1461.152673
1,561,920,235.8730351,2787.849627
1,562,921,40.72104432,103.5129899
1,563,922,239.6797661,2852.338007
1,564,923,236.9896959,2829.325959
1,565,924,248.0568409,2989.402105
1,566,925,158.3050478,1338.478983
1,567,926,148.1533739,1217.215099
1,568,927,235.8914005,2775.587198
1,569,928,181.8058312,1842.510721
1,570,929,237.7083709,2836.008604
1,571,930,296.7326727,4300.410401
1,572,931,240.8542429,2902.333615
1,573,932,106.5781643,665.009268
1,574,933,141.4079591,1040.602676
1,575,934,115.3777126,752.5456208
1,576,935,298.6838834,3878.304203
1,577,936,360.8143755,5419.00198
1,578,937,144.7689676,1166.135146
1,579,938,241.8496576,2929.213053
1,580,939,242.6926585,3012.766747
1,581,940,238.4220684,2837.774456
1,582,941,360.6034278,5394.609747
1,583,942,362.1840951,5460.565315
1,584,944,40.74207456,102.7501138
1,585,945,148.6916205,1034.762916
1,586,946,159.7107622,1406.225754
1,587,947,108.2610248,724.6603594
1,588,948,52.54335678,169.0933091
1,589,949,166.8761237,1601.066796
1,590,950,236.0898711,2774.123502
1,591,951,241.9512058,2135.500476
1,592,952,164.2565142,1373.635542
1,593,953,145.1551204,1094.583375
1,594,954,239.3457402,2880.347968
1,595,955,299.0590395,3359.672887
1,596,956,149.0672916,1265.346349
1,597,957,241.6087243,2939.46162
1,598,958,94.09475874,472.3238463
1,599,959,82.36890312,325.1130955
1,600,960,238.5729056,2913.786174
1,601,961,370.1011209,8050.926253
1,602,962,79.47858299,310.2676482
1,603,963,201.4124421,1957.624509
1,604,964,163.2965452,1436.724578
1,605,965,185.1247885,1482.299276
1,606,966,238.6076876,1674.402452
1,607,967,44.20033131,121.905583
1,608,968,294.1285294,3746.011994
1,609,969,121.116189,788.6853315
1,610,970,477.4804628,8658.784095
1,611,971,293.4102326,4056.592107
1,612,973,139.1237167,1058.322725
1,613,974,133.9197654,917.5909945
1,614,975,88.42327427,460.3451074
1,615,976,182.2717939,1587.21713
1,616,977,122.447385,908.1199976
1,617,978,278.4309328,3261.852099
1,618,979,76.00672884,290.2787371
1,619,980,140.0268686,1126.651227
1,620,981,93.50244044,545.2877754
1,621,982,40.70728717,98.3791431
1,622,983,202.5862649,1646.162331
1,623,984,52.19496081,163.009121
1,624,985,239.1421189,2956.940861
1,625,986,347.6212111,3769.671543
1,626,987,67.4098062,274.1059113
1,627,988,157.8668922,1417.157377
1,628,989,291.1994929,3078.222774
1,629,990,75.51024362,355.8772955
1,630,991,222.1681293,2469.041482
1,631,992,65.32553049,251.5564938
1,632,994,293.5530609,3345.826409
1,633,995,236.6165973,2423.920053
1,634,996,351.1040572,3845.693367
1,635,997,125.6941476,984.0052617
1,636,998,62.82445455,230.12434
1,637,999,63.3959519,242.4028937
1,638,1000,138.7750377,997.4123477
1,639,1001,293.8287959,3393.532791
1,640,1002,179.758227,1777.030148
1,641,1003,131.0628882,847.1877703
1,642,1004,213.6875641,2135.558116
1,643,1005,94.58264871,557.5997786
1,644,1006,214.8035969,2090.557488
1,645,1007,90.12197572,504.885099
1,646,1008,277.0789159,2547.438848
1,647,1009,155.8349677,1223.896359
1,648,1010,220.7342606,2633.015622
1,649,1011,365.791599,4399.739873
1,650,1012,61.82912867,212.312084
1,651,1013,137.6381599,926.5102355
1,652,1014,67.77344083,276.9693253
1,653,1015,141.704436,1054.298015
1,654,1016,320.3668757,3391.499997
1,655,1017,208.9160169,2309.325541
1,656,1018,172.7049845,1445.140411
1,657,1019,149.7179668,1382.781859
1,658,1020,304.9346184,3488.909698
1,659,1021,176.8142867,1419.126062
1,660,1022,86.73196062,470.1052535
1,661,1023,105.3379735,682.8137268
1,662,1024,84.78703049,448.1893962
1,663,1025,304.744154,3500.229675
1,664,1026,138.8021921,1117.816447
1,665,1027,285.6616999,3273.982466
1,666,1028,178.5281995,1809.158539
1,667,1029,73.25354287,334.6888855
1,668,1030,69.34942855,282.2833284
1,669,1031,80.4907597,404.0796195
1,670,1032,93.51126231,542.8999759
1,671,1033,113.988942,748.8883622
1,672,1035,257.9578722,2829.05484
1,673,1036,410.8274414,5876.092697
1,674,1037,142.2294822,1094.540777
1,675,1038,228.5659066,2801.366535
1,676,1039,175.4164994,1454.206644
1,677,1041,154.1239151,1387.398342
1,678,1042,192.7470594,1731.754868
1,679,1043,203.3124628,1989.003746
1,680,1044,159.2077259,1160.502481
1,681,1045,129.2213581,921.8219129
1,682,1046,137.7142711,983.5417029
1,683,1047,209.3421268,2163.961724
1,684,1048,65.63781203,258.9719566
1,685,1049,265.6764246,3129.028445
1,686,1050,311.2798145,5517.905165
1,687,1051,181.8206561,1864.368462
1,688,1052,64.16069429,242.6134994
1,689,1053,177.4321306,1489.294365
1,690,1054,131.8699137,1001.033755
1,691,1055,58.237466,183.8893331
1,692,1056,65.49907548,240.0918678
1,693,1057,253.1405983,3467.4041
1,694,1058,241.9243225,2805.72058
1,695,1059,190.4746867,1616.392599
1,696,1060,138.5229744,1102.971924
1,697,1062,179.670117,1914.511518
1,698,1063,252.9028554,3259.061141
1,699,1064,157.2106876,1412.075501
1,700,1065,259.3668841,2560.648397
1,1751,2164,172.298004,1539.019575
1,1752,2165,190.6353848,1931.703709
1,1753,2166,229.21575,2327.027301
1,1754,2167,138.2234112,1139.062275
1,1755,2169,161.4392076,1253.702173
1,1756,2170,486.915664,7255.467704
1,1757,2171,739.5241748,9364.167845
1,1758,2172,142.320842,1123.594899
1,1759,2173,77.62015272,371.5462583
1,1760,2174,173.8871499,1611.786891
1,1761,2175,183.008157,1949.963301
1,1762,2176,195.9214132,2034.733048
1,1763,2177,72.35788067,281.9211659
1,1764,2178,137.8941685,988.7775783
1,1765,2179,47.81433449,142.5488467
1,1766,2180,173.1924094,1445.748284
1,1767,2181,157.7574406,1369.050045
1,1768,2182,370.2665873,4494.438212
1,1769,2183,163.2690678,1272.741283
1,1770,2184,188.4887573,1834.409924
1,1771,2185,40.90028598,104.5410702
1,1772,2186,148.7304417,1030.013696
1,1773,2187,260.1923538,2662.890612
1,1774,2188,191.5167934,1993.099622
1,1775,2189,224.2994272,2756.692357
1,1776,2190,228.6960113,2292.274537
1,1777,2191,630.4988995,10657.61971
1,1778,2192,138.1464447,1102.785374
1,1779,2193,142.8633689,1063.399749
1,1780,2194,88.96398646,494.4273932
1,1781,2195,83.87919039,438.3594465
1,1782,2196,230.8725856,2360.734824
1,1783,2197,445.4353071,5410.90755
1,1784,2198,41.04864858,104.4797147
1,1785,2199,168.0653732,1756.243125
1,2416,2845,136.9887162,1104.55179
1,2417,2846,244.4982154,3257.289203
1,2418,2848,70.01309634,287.9145656
1,2419,2850,161.0501938,1219.924686
1,2420,2851,180.1297657,1810.686997
1,2421,2852,225.8304906,1956.608991
1,2422,2853,87.75133511,481.1347921
1,2423,2854,139.087538,1010.556395
1,2424,2855,158.4098666,1218.714213
1,2425,2856,276.3708687,3591.377333
1,2426,2857,150.9943574,1098.628069
1,2427,2858,168.8488737,1432.496668
1,2428,2859,203.2871138,1792.516296
1,2429,2860,134.9818599,1094.556344
1,2430,2861,140.7582528,1090.533046
1,2431,2862,167.2967484,1457.069873
1,2432,2863,303.228087,4243.963736
1,2433,2864,132.1124099,917.8910748
1,2434,2865,177.6261802,1528.186164
1,2435,2866,160.2732423,1501.31197
1,2436,2867,150.1790331,1151.392887
1,2437,2868,151.3030673,1268.134039
1,2438,2869,145.3668838,1051.140604
1,2439,2870,101.2538121,561.9027459
1,2440,2871,108.2354592,623.6052057
1,2441,2872,98.24058012,578.9330573
1,2442,2873,662.076605,10695.76084
1,2443,2874,219.7576909,2681.519381
1,2444,2875,134.0438845,935.9618952
1,2445,2876,260.5967945,3122.354415
1,2446,2877,78.48051571,370.4663751
1,2447,2878,185.1841653,1841.68367
1,2448,2879,177.7073658,1584.456018
1,2449,2880,81.3462552,413.5631558
1,2450,2881,91.3466217,521.3522522
